99,1479.97802734375
199,794.2193603515625
299,581.955322265625
399,530.30078125
499,426.48394775390625
599,387.91046142578125
699,352.41064453125
799,332.06158447265625
899,304.6856689453125
999,286.0869140625
1099,264.7396240234375
1199,277.091796875
1299,238.7506561279297
1399,228.19500732421875
1499,221.7922821044922
1599,208.2611846923828
1699,196.37359619140625
1799,200.62222290039062
1899,185.8295440673828
1999,194.85760498046875
2099,184.55380249023438
2199,169.03550720214844
2299,164.8105926513672
2399,167.47088623046875
2499,152.90689086914062
2599,154.03399658203125
2699,153.18167114257812
2799,142.3856201171875
2899,142.392578125
2999,140.5718536376953
3099,134.9086456298828
3199,129.43214416503906
3299,124.89431762695312
3399,121.3045654296875
3499,125.43624114990234
3599,121.07705688476562
3699,118.93045043945312
3799,122.0743637084961
3899,111.65147399902344
3999,116.98271179199219
4099,118.26451110839844
4199,106.19258880615234
4299,104.8907470703125
4399,102.60177612304688
4499,107.17303466796875
4599,99.99626159667969
4699,106.1104736328125
4799,96.50840759277344
4899,97.30128479003906
4999,96.90946197509766
5099,94.19514465332031
5199,94.39583587646484
5299,92.71861267089844
5399,87.25042724609375
5499,90.25738525390625
5599,86.33271789550781
5699,85.04286193847656
5799,85.20155334472656
5899,79.19955444335938
5999,82.62255859375
6099,80.27808380126953
6199,76.65390014648438
6299,75.6812973022461
6399,75.18728637695312
6499,75.69308471679688
6599,73.57765197753906
6699,72.0730972290039
6799,76.013916015625
6899,71.30585479736328
6999,71.95159149169922
7099,68.54081726074219
7199,69.68678283691406
7299,71.97855377197266
7399,70.07927703857422
7499,68.17137908935547
7599,69.03531646728516
7699,69.64512634277344
7799,64.98713684082031
7899,66.1612319946289
7999,63.70079040527344
8099,62.067718505859375
8199,60.92396545410156
8299,62.44155502319336
8399,62.47642517089844
8499,61.4634895324707
8599,57.53450012207031
8699,61.572914123535156
8799,58.64099884033203
8899,57.97225570678711
8999,58.363182067871094
9099,59.09062957763672
9199,54.92216491699219
9299,53.543033599853516
9399,58.86408233642578
9499,55.5312614440918
9599,54.822750091552734
9699,54.78655242919922
9799,51.451236724853516
9899,55.31658935546875
9999,53.092098236083984
10099,56.850624084472656
10199,53.373313903808594
10299,52.20634460449219
10399,52.33776092529297
10499,51.483551025390625
10599,51.856239318847656
10699,51.6656608581543
10799,50.02002716064453
10899,49.153709411621094
10999,50.23860168457031
11099,49.31247329711914
11199,49.525779724121094
11299,49.618228912353516
11399,47.61499786376953
11499,47.83766174316406
11599,50.688148498535156
11699,47.07074737548828
11799,45.447052001953125
11899,47.669830322265625
11999,46.414119720458984
12099,46.45732879638672
12199,45.167030334472656
12299,45.597957611083984
12399,46.0243034362793
12499,44.308753967285156
12599,44.547752380371094
12699,44.61136245727539
12799,43.28778839111328
12899,43.68144226074219
12999,42.648529052734375
13099,42.891815185546875
13199,43.97056579589844
13299,44.163551330566406
13399,41.90333557128906
13499,42.47148895263672
13599,42.07811737060547
13699,42.25676727294922
13799,42.82087707519531
13899,42.43798065185547
13999,41.308990478515625
14099,41.664405822753906
14199,39.73334503173828
14299,41.375892639160156
14399,39.59505844116211
14499,40.246360778808594
14599,43.434226989746094
14699,42.128814697265625
14799,40.84381866455078
14899,38.74156951904297
14999,38.273136138916016
15099,41.227317810058594
15199,41.637611389160156
15299,40.27732849121094
15399,40.95944595336914
15499,39.528480529785156
15599,37.892677307128906
15699,38.845237731933594
15799,37.78070068359375
15899,40.13298034667969
15999,39.014652252197266
16099,38.939659118652344
16199,37.05381774902344
16299,36.765411376953125
16399,35.907386779785156
16499,38.442481994628906
16599,38.370262145996094
16699,39.30628967285156
16799,39.055240631103516
16899,37.02293395996094
16999,37.32209777832031
17099,37.176475524902344
17199,37.33253860473633
17299,35.15909194946289
17399,36.512611389160156
17499,35.230594635009766
17599,35.740501403808594
17699,35.52681350708008
17799,35.94668197631836
17899,35.70680236816406
17999,36.13538360595703
18099,36.55038833618164
18199,34.90869903564453
18299,36.45368957519531
18399,34.39222717285156
18499,34.30765151977539
18599,34.77246856689453
18699,35.267822265625
18799,35.80656433105469
18899,35.09162139892578
18999,35.5798454284668
19099,35.448482513427734
19199,34.899635314941406
19299,33.16947937011719
19399,35.312843322753906
19499,35.170867919921875
19599,34.50792694091797
19699,34.075164794921875
19799,33.677894592285156
19899,34.099632263183594
19999,33.23876190185547
